Pickup Location,Request to Pickup,Hour of Day,Time of Day,Month of Year
209,626.0,9,morning,12
76,375.0,23,night,6
75,176.0,12,afternoon,4
77,394.0,15,afternoon,5
169,313.0,7,morning,2
157,239.00000000000003,11,morning,8
262,165.0,6,morning,2
61,194.0,14,afternoon,6
97,101.0,10,morning,4
161,100.0,12,afternoon,5
158,196.0,11,morning,5
254,140.0,17,evening,1
132,715.0,23,night,11
80,117.0,3,night,8
26,63.00000000000001,7,morning,4
80,275.0,21,night,8
256,304.0,19,evening,10
219,306.0,8,morning,2
167,174.0,21,night,10
80,565.0,13,afternoon,8
80,120.0,15,afternoon,1
238,210.0,15,afternoon,1
133,254.00000000000003,7,morning,8
41,384.0,0,night,11
167,101.0,10,morning,12
86,353.0,17,evening,6
36,245.00000000000003,17,evening,4
79,204.0,23,night,12
169,324.0,22,night,4
94,179.0,11,morning,2
68,137.0,9,morning,7
138,181.0,15,afternoon,8
7,583.0,3,night,10
145,353.0,0,night,7
147,273.0,9,morning,10
230,320.0,20,night,1
87,166.0,12,afternoon,3
262,427.0,9,morning,5
51,134.0,15,afternoon,10
229,190.0,20,night,5
256,196.0,19,evening,8
75,389.0,11,morning,10
132,225.0,18,evening,1
63,306.0,20,night,3
32,193.0,18,evening,12
156,235.00000000000003,10,morning,2
72,275.0,20,night,12
226,342.0,8,morning,7
263,240.00000000000003,19,evening,3
213,148.0,23,night,6
95,231.00000000000003,10,morning,11
210,554.0,7,morning,5
76,347.0,22,night,7
76,540.0,13,afternoon,10
80,194.0,10,morning,2
113,252.00000000000003,13,afternoon,5
161,113.0,12,afternoon,11
81,28.0,15,afternoon,6
236,323.0,17,evening,4
113,220.0,1,night,9
148,367.0,12,afternoon,3
79,246.00000000000003,22,night,12
165,284.0,18,evening,2
223,327.0,5,night,5
130,487.00000000000006,22,night,10
198,363.0,5,night,5
130,266.0,18,evening,11
138,225.0,19,evening,6
138,234.00000000000003,10,morning,5
37,1152.0,15,afternoon,6
227,212.0,22,night,4
107,93.0,15,afternoon,7
132,297.0,19,evening,8
48,173.0,20,night,12
189,244.00000000000003,19,evening,4
107,203.0,3,night,5
107,406.0,19,evening,9
223,148.0,15,afternoon,7
114,105.0,19,evening,2
188,93.0,20,night,6
48,524.0,19,evening,7
147,266.0,15,afternoon,5
231,125.0,7,morning,8
164,245.00000000000003,14,afternoon,3
63,226.0,0,night,11
225,523.0,12,afternoon,6
168,164.0,19,evening,8
233,61.00000000000001,9,morning,6
41,331.0,18,evening,3
138,363.0,22,night,3
7,124.0,12,afternoon,7
130,261.0,21,night,1
161,522.0,20,night,7
18,344.0,18,evening,12
116,208.0,7,morning,5
255,553.0,1,night,4
158,119.0,1,night,10
48,181.0,1,night,4
249,211.0,19,evening,6
226,169.0,17,evening,6
13,293.0,0,night,11
10,468.00000000000006,7,morning,6
100,98.0,17,evening,3
231,362.0,9,morning,4
159,576.0,17,evening,4
42,787.0,5,night,8
79,132.0,11,morning,5
170,506.00000000000006,5,night,9
255,212.0,23,night,3
198,190.0,21,night,1
72,571.0,15,afternoon,9
167,200.0,14,afternoon,8
62,253.00000000000003,9,morning,1
79,74.0,21,night,3
141,348.0,16,afternoon,2
107,412.0,15,afternoon,4
138,138.0,12,afternoon,6
138,93.0,13,afternoon,7
112,311.0,9,morning,4
230,482.00000000000006,21,night,1
148,152.0,1,night,2
243,332.0,18,evening,5
140,331.0,19,evening,10
148,303.0,18,evening,5
234,452.0,9,morning,9
247,962.0,15,afternoon,5
42,331.0,21,night,6
41,244.00000000000003,19,evening,6
143,214.0,14,afternoon,7
90,293.0,19,evening,11
48,172.0,12,afternoon,11
144,402.0,15,afternoon,5
106,497.00000000000006,17,evening,5
124,199.0,9,morning,3
68,570.0,23,night,4
144,574.0,17,evening,6
39,306.0,23,night,6
245,391.0,9,morning,12
246,434.0,10,morning,2
7,206.0,5,night,5
170,313.0,22,night,7
33,79.0,11,morning,4
129,238.00000000000003,7,morning,6
260,255.00000000000003,1,night,3
61,176.0,20,night,8
64,126.0,23,night,6
161,221.0,20,night,11
32,297.0,7,morning,4
142,302.0,20,night,4
262,153.0,13,afternoon,8
188,174.0,21,night,1
138,454.0,17,evening,7
190,302.0,19,evening,11
33,364.0,15,afternoon,6
159,220.0,12,afternoon,4
37,163.0,9,morning,3
213,219.0,16,afternoon,6
64,379.0,11,morning,6
68,292.0,14,afternoon,2
36,421.0,14,afternoon,6
234,157.0,7,morning,3
233,143.0,19,evening,11
20,577.0,6,morning,12
21,100.0,10,morning,6
229,434.0,11,morning,1
210,537.0,9,morning,10
158,247.00000000000003,20,night,4
21,169.0,20,night,2
243,327.0,21,night,1
80,194.0,20,night,12
133,-580.0,6,morning,7
89,168.0,21,night,6
160,536.0,22,night,4
26,1020.0,11,morning,2
261,428.0,21,night,8
115,242.00000000000003,14,afternoon,8
166,337.0,12,afternoon,6
208,229.00000000000003,18,evening,11
14,336.0,0,night,5
95,439.0,10,morning,8
166,570.0,22,night,11
132,390.0,11,morning,9
134,321.0,0,night,4
220,625.0,3,night,1
164,242.00000000000003,10,morning,4
102,168.0,21,night,7
191,681.0,11,morning,1
256,279.0,17,evening,10
257,249.00000000000003,16,afternoon,4
189,227.0,22,night,11
211,639.0,18,evening,11
174,307.0,23,night,5
164,469.00000000000006,20,night,2
102,398.0,21,night,4
261,152.0,11,morning,8
10,576.0,19,evening,4
233,414.0,0,night,4
66,345.0,14,afternoon,12
211,241.00000000000003,19,evening,3
49,172.0,0,night,1
13,685.0,16,afternoon,5
95,107.0,14,afternoon,6
239,126.0,16,afternoon,6
116,153.0,1,night,10
210,269.0,3,night,6
149,268.0,2,night,8
157,380.0,9,morning,4
211,82.0,12,afternoon,2
130,407.0,8,morning,1
234,633.0,22,night,6
158,205.0,1,night,4
127,99.0,8,morning,5
132,742.0,16,afternoon,11
241,297.0,6,morning,5
61,133.0,23,night,3
198,378.0,13,afternoon,4
138,672.0,13,afternoon,5
26,361.0,20,night,4
249,102.0,6,morning,9
179,323.0,8,morning,8
158,241.00000000000003,20,night,8
75,473.00000000000006,8,morning,5
236,265.0,16,afternoon,8
41,259.0,1,night,4
155,234.00000000000003,17,evening,8
90,221.0,17,evening,12
68,249.00000000000003,18,evening,1
112,169.0,20,night,3
261,1265.0,23,night,4
166,155.0,14,afternoon,6
259,382.0,22,night,11
36,138.0,17,evening,8
100,178.0,20,night,2
132,170.0,8,morning,5
250,245.00000000000003,11,morning,6
230,600.0,21,night,7
188,179.0,18,evening,4
189,348.0,20,night,6
48,250.00000000000003,20,night,4
149,149.0,14,afternoon,7
168,588.0,21,night,5
141,196.0,15,afternoon,1
33,316.0,20,night,2
186,549.0,12,afternoon,3
144,146.0,20,night,2
112,227.0,18,evening,8
238,276.0,13,afternoon,4
223,214.0,22,night,2
147,828.0,21,night,12
161,115.0,12,afternoon,1
50,275.0,23,night,4
157,321.0,16,afternoon,1
97,335.0,15,afternoon,3
200,408.0,19,evening,4
140,405.0,10,morning,3
75,362.0,0,night,12
24,241.00000000000003,17,evening,4
61,406.0,22,night,11
179,144.0,9,morning,3
42,258.0,16,afternoon,5
37,277.0,20,night,10
89,239.00000000000003,11,morning,1
79,162.0,16,afternoon,5
87,357.0,10,morning,10
73,264.0,15,afternoon,1
88,106.0,12,afternoon,3
75,127.0,18,evening,8
13,213.0,11,morning,9
48,273.0,17,evening,8
261,143.0,13,afternoon,8
113,408.0,22,night,5
146,110.0,19,evening,4
95,318.0,22,night,6
80,319.0,21,night,8
92,289.0,22,night,2
148,763.0,22,night,5
69,267.0,15,afternoon,9
97,505.00000000000006,7,morning,3
107,230.00000000000003,17,evening,5
237,585.0,12,afternoon,4
14,51.0,19,evening,8
34,202.0,17,evening,2
161,231.00000000000003,9,morning,1
48,227.0,17,evening,2
81,187.0,19,evening,11
225,355.0,5,night,11
148,51.0,19,evening,7
74,199.0,22,night,1
144,234.00000000000003,13,afternoon,8
256,151.0,20,night,6
164,415.0,9,morning,1
137,128.0,10,morning,8
140,261.0,8,morning,12
135,259.0,18,evening,1
211,272.0,14,afternoon,4
51,262.0,7,morning,8
226,350.0,14,afternoon,2
141,115.0,8,morning,1
92,271.0,12,afternoon,12
80,183.0,19,evening,2
142,116.0,18,evening,5
107,364.0,23,night,4
188,343.0,19,evening,1
114,79.0,10,morning,8
37,57.0,22,night,9
248,320.0,21,night,5
179,335.0,12,afternoon,12
218,183.0,10,morning,7
48,94.0,14,afternoon,3
186,218.0,16,afternoon,8
53,208.0,13,afternoon,4
231,474.00000000000006,6,morning,2
37,280.0,6,morning,2
41,324.0,22,night,6
188,846.0,7,morning,5
137,428.0,16,afternoon,2
14,87.0,22,night,9
148,92.0,22,night,1
231,-955.0,7,morning,5
100,440.0,0,night,4
83,259.0,1,night,3
211,512.0,17,evening,3
236,116.0,15,afternoon,10
129,631.0,23,night,3
95,146.0,9,morning,8
230,642.0,23,night,9
22,455.0,15,afternoon,5
72,396.0,7,morning,2
255,594.0,21,night,4
125,69.0,12,afternoon,4
136,238.00000000000003,8,morning,6
48,510.00000000000006,21,night,5
230,146.0,21,night,3
144,82.0,22,night,1
145,613.0,15,afternoon,5
151,139.0,17,evening,3
244,261.0,19,evening,4
262,123.0,23,night,1
129,221.0,10,morning,6
177,891.0,20,night,12
161,235.00000000000003,9,morning,1
230,-900.0,23,night,6
213,271.0,23,night,12
147,563.0,16,afternoon,5
203,225.0,11,morning,2
144,445.0,17,evening,8
196,211.0,11,morning,3
132,452.0,20,night,7
14,136.0,0,night,3
230,235.00000000000003,21,night,2
84,192.0,6,morning,8
52,133.0,16,afternoon,4
181,278.0,17,evening,12
228,209.0,6,morning,5
180,100.0,19,evening,8
242,184.0,16,afternoon,12
65,170.0,9,morning,6
148,163.0,3,night,5
246,355.0,13,afternoon,4
248,162.0,12,afternoon,3
69,166.0,17,evening,7
243,163.0,9,morning,7
82,230.00000000000003,8,morning,9
17,199.0,19,evening,8
170,416.0,12,afternoon,12
229,304.0,18,evening,5
83,246.00000000000003,12,afternoon,8
235,309.0,7,morning,1
234,73.0,20,night,1
181,317.0,11,morning,1
42,387.0,14,afternoon,1
164,404.0,1,night,3
164,435.0,22,night,3
145,669.0,19,evening,12
26,193.0,20,night,1
234,182.0,21,night,8
136,561.0,4,night,2
161,318.0,20,night,5
166,229.00000000000003,20,night,8
162,405.0,17,evening,6
218,386.0,17,evening,4
219,159.0,14,afternoon,7
61,430.0,19,evening,4
66,252.00000000000003,21,night,8
14,258.0,10,morning,10
182,335.0,15,afternoon,9
100,481.00000000000006,13,afternoon,11
107,166.0,18,evening,4
249,324.0,18,evening,6
261,366.0,8,morning,12
143,287.0,22,night,10
7,484.00000000000006,3,night,6
80,282.0,16,afternoon,5
79,111.0,20,night,6
36,385.0,12,afternoon,8
188,675.0,13,afternoon,5
246,319.0,22,night,9
181,265.0,18,evening,6
35,258.0,1,night,12
97,216.0,18,evening,8
48,434.0,23,night,7
161,232.00000000000003,10,morning,12
28,261.0,19,evening,9
129,238.00000000000003,18,evening,11
256,363.0,17,evening,11
138,909.0,15,afternoon,4
255,75.0,9,morning,6
88,540.0,11,morning,1
100,301.0,10,morning,3
4,507.00000000000006,9,morning,10
39,292.0,6,morning,7
258,245.00000000000003,16,afternoon,2
39,356.0,10,morning,4
56,196.0,16,afternoon,8
234,176.0,18,evening,5
48,260.0,8,morning,4
97,202.0,1,night,9
82,608.0,18,evening,3
138,379.0,13,afternoon,8
66,626.0,12,afternoon,2
203,533.0,8,morning,12
160,255.00000000000003,15,afternoon,11
14,220.0,22,night,3
158,220.0,20,night,8
216,2050.0,21,night,11
72,230.00000000000003,18,evening,5
140,191.0,9,morning,2
213,252.00000000000003,18,evening,7
79,88.0,21,night,7
212,209.0,8,morning,10
129,680.0,0,night,2
183,259.0,11,morning,5
94,374.0,17,evening,5
169,125.0,11,morning,12
225,196.0,17,evening,7
22,130.0,7,morning,10
246,309.0,14,afternoon,4
39,156.0,1,night,3
116,451.0,9,morning,6
148,503.00000000000006,19,evening,4
180,281.0,10,morning,4
159,280.0,9,morning,3
38,410.0,5,night,4
80,209.0,16,afternoon,1
4,209.0,19,evening,2
144,315.0,12,afternoon,7
132,335.0,19,evening,10
177,716.0,16,afternoon,9
149,139.0,8,morning,4
208,321.0,10,morning,5
249,140.0,22,night,12
7,300.0,6,morning,7
79,218.0,20,night,5
219,882.0,4,night,1
231,120.0,9,morning,7
35,202.0,19,evening,12
158,147.0,20,night,6
225,485.00000000000006,6,morning,1
163,180.0,1,night,9
209,340.0,19,evening,4
191,211.0,10,morning,2
61,227.0,22,night,10
226,89.0,23,night,5
90,174.0,15,afternoon,2
237,99.0,11,morning,5
183,354.0,9,morning,4
42,1075.0,17,evening,11
158,287.0,22,night,3
100,217.0,21,night,10
81,245.00000000000003,22,night,8
231,187.0,17,evening,4
107,272.0,23,night,8
166,227.0,2,night,12
161,269.0,14,afternoon,9
152,540.0,0,night,4
168,264.0,19,evening,5
35,309.0,23,night,3
246,238.00000000000003,13,afternoon,7
122,146.0,23,night,3
113,711.0,22,night,1
10,266.0,22,night,5
48,214.0,16,afternoon,2
195,305.0,18,evening,6
151,219.0,22,night,1
233,260.0,6,morning,2
213,239.00000000000003,7,morning,11
246,56.0,9,morning,2
48,267.0,9,morning,6
35,464.00000000000006,14,afternoon,6
76,246.00000000000003,1,night,5
112,151.0,13,afternoon,2
249,338.0,23,night,12
138,352.0,16,afternoon,8
92,250.00000000000003,12,afternoon,8
249,352.0,10,morning,12
35,458.00000000000006,13,afternoon,5
226,166.0,15,afternoon,8
147,187.0,17,evening,11
234,415.0,22,night,6
36,337.0,12,afternoon,6
186,91.0,9,morning,12
66,302.0,19,evening,5
231,404.0,3,night,1
37,156.0,1,night,8
17,403.0,8,morning,4
152,396.0,5,night,12
258,285.0,9,morning,11
188,125.0,16,afternoon,10
33,243.00000000000003,20,night,12
263,307.0,14,afternoon,3
79,273.0,16,afternoon,5
230,611.0,22,night,6
41,378.0,7,morning,10
181,91.0,11,morning,9
48,-496.00000000000006,7,morning,5
231,208.0,22,night,2
247,355.0,17,evening,10
233,108.0,10,morning,7
79,51.0,16,afternoon,12
68,230.00000000000003,14,afternoon,6
132,505.00000000000006,7,morning,3
36,250.00000000000003,14,afternoon,8
144,614.0,17,evening,10
138,539.0,18,evening,1
107,106.0,22,night,2
230,110.0,16,afternoon,1
171,423.0,22,night,6
38,200.0,4,night,9
137,113.0,12,afternoon,1
130,335.0,14,afternoon,5
61,116.0,18,evening,10
188,286.0,9,morning,5
197,315.0,20,night,8
165,244.00000000000003,13,afternoon,11
233,239.00000000000003,8,morning,2
61,479.00000000000006,15,afternoon,6
79,285.0,12,afternoon,4
187,177.0,15,afternoon,8
132,338.0,18,evening,4
161,205.0,0,night,4
239,229.00000000000003,11,morning,6
163,433.0,19,evening,1
87,307.0,16,afternoon,4
67,174.0,14,afternoon,11
55,174.0,18,evening,2
254,174.0,3,night,7
259,342.0,15,afternoon,2
32,130.0,23,night,3
33,-560.0,7,morning,7
42,189.0,11,morning,12
114,205.0,2,night,7
79,1101.0,0,night,3
125,196.0,21,night,6
188,433.0,15,afternoon,3
158,175.0,14,afternoon,8
79,107.0,20,night,2
205,406.0,13,afternoon,9
161,159.0,8,morning,2
151,308.0,15,afternoon,5
92,198.0,12,afternoon,6
145,427.0,23,night,5
251,486.00000000000006,14,afternoon,6
125,457.00000000000006,2,night,1
25,255.00000000000003,21,night,3
238,244.00000000000003,12,afternoon,5
112,84.0,2,night,7
138,414.0,20,night,5
188,344.0,21,night,12
56,209.0,15,afternoon,4
113,1889.0,10,morning,5
251,125.0,8,morning,5
90,262.0,22,night,1
263,307.0,15,afternoon,6
14,196.0,17,evening,3
170,285.0,14,afternoon,1
238,375.0,23,night,12
74,186.0,0,night,4
169,325.0,9,morning,7
55,298.0,0,night,1
163,352.0,4,night,3
250,166.0,16,afternoon,2
233,105.0,8,morning,1
87,214.0,18,evening,9
22,259.0,13,afternoon,4
42,165.0,12,afternoon,11
66,778.0,23,night,3
249,372.0,23,night,1
76,310.0,12,afternoon,5
261,155.0,14,afternoon,6
61,399.0,19,evening,1
246,244.00000000000003,16,afternoon,12
134,433.0,6,morning,3
200,345.0,8,morning,5
163,445.0,4,night,5
47,514.0,20,night,7
125,181.0,17,evening,3
209,114.0,4,night,7
215,282.0,22,night,10
7,129.0,7,morning,2
142,299.0,23,night,4
146,368.0,6,morning,6
36,118.0,14,afternoon,8
25,217.0,10,morning,7
114,270.0,3,night,3
39,266.0,18,evening,8
78,129.0,14,afternoon,8
48,401.0,22,night,6
258,229.00000000000003,19,evening,7
186,89.0,18,evening,2
56,144.0,19,evening,7
247,284.0,15,afternoon,2
235,424.0,15,afternoon,10
62,661.0,12,afternoon,8
186,123.0,10,morning,4
130,152.0,16,afternoon,3
78,197.0,23,night,1
143,136.0,14,afternoon,6
123,157.0,8,morning,11
209,205.0,4,night,2
37,1326.0,17,evening,5
50,175.0,9,morning,3
234,110.0,17,evening,12
112,212.0,10,morning,4
40,206.0,19,evening,2
41,111.0,12,afternoon,4
243,183.0,14,afternoon,2
75,200.0,16,afternoon,9
100,278.0,11,morning,7
216,141.0,9,morning,2
170,165.0,21,night,7
48,503.00000000000006,11,morning,7
85,119.0,16,afternoon,4
132,766.0,22,night,3
185,197.0,8,morning,8
140,147.0,13,afternoon,4
227,243.00000000000003,23,night,2
37,554.0,7,morning,10
161,176.0,16,afternoon,8
161,181.0,14,afternoon,7
121,228.0,10,morning,4
262,185.0,16,afternoon,4
97,279.0,22,night,2
74,362.0,4,night,11
112,215.0,21,night,5
37,207.0,4,night,11
72,249.00000000000003,15,afternoon,2
73,100.0,21,night,5
233,90.0,16,afternoon,3
94,319.0,19,evening,3
90,493.00000000000006,2,night,6
236,225.0,14,afternoon,5
225,423.0,9,morning,4
48,155.0,7,morning,2
218,-492.00000000000006,4,night,10
187,627.0,23,night,7
166,240.00000000000003,9,morning,2
36,169.0,0,night,6
7,210.0,4,night,6
197,384.0,5,night,10
143,845.0,18,evening,3
234,249.00000000000003,18,evening,1
42,203.0,12,afternoon,2
209,318.0,14,afternoon,3
36,651.0,7,morning,1
195,388.0,11,morning,10
69,278.0,17,evening,7
107,285.0,0,night,2
229,162.0,18,evening,3
116,427.0,0,night,12
89,200.0,12,afternoon,7
66,260.0,19,evening,6
244,124.0,9,morning,6
227,183.0,14,afternoon,8
167,239.00000000000003,14,afternoon,6
249,151.0,18,evening,7
181,239.00000000000003,18,evening,1
65,1030.0,8,morning,1
132,97.0,17,evening,7
211,631.0,15,afternoon,4
163,182.0,1,night,8
137,352.0,22,night,8
143,451.0,8,morning,11
31,363.0,14,afternoon,11
235,354.0,6,morning,2
48,208.0,19,evening,1
182,174.0,9,morning,3
129,159.0,18,evening,5
184,570.0,19,evening,7
220,57.0,22,night,5
261,613.0,14,afternoon,10
45,128.0,20,night,12
19,469.00000000000006,14,afternoon,10
168,304.0,13,afternoon,1
68,388.0,23,night,6
229,297.0,17,evening,7
132,286.0,12,afternoon,10
129,110.0,18,evening,2
161,154.0,18,evening,7
7,99.0,23,night,4
130,244.00000000000003,20,night,3
161,402.0,21,night,1
247,124.0,11,morning,2
260,251.00000000000003,14,afternoon,7
164,139.0,21,night,5
211,131.0,9,morning,2
242,225.0,10,morning,10
223,215.0,15,afternoon,1
142,158.0,11,morning,3
87,404.0,19,evening,3
237,181.0,17,evening,2
109,593.0,8,morning,12
137,201.0,12,afternoon,6
238,481.00000000000006,16,afternoon,12
186,337.0,0,night,9
61,524.0,8,morning,8
138,519.0,19,evening,4
261,398.0,13,afternoon,1
254,213.0,18,evening,3
142,157.0,10,morning,8
26,44.0,21,night,1
261,564.0,16,afternoon,1
224,628.0,15,afternoon,6
205,646.0,7,morning,11
241,601.0,13,afternoon,6
236,422.0,8,morning,2
161,144.0,21,night,8
255,272.0,1,night,4
162,192.0,23,night,7
188,188.0,10,morning,10
82,231.00000000000003,9,morning,8
18,206.0,6,morning,7
88,859.0,17,evening,4
97,321.0,16,afternoon,8
113,208.0,12,afternoon,8
255,149.0,16,afternoon,8
49,351.0,3,night,7
145,272.0,1,night,7
249,319.0,1,night,7
220,446.0,22,night,10
198,199.0,9,morning,5
132,436.0,2,night,7
26,190.0,10,morning,5
112,296.0,22,night,10
236,309.0,15,afternoon,11
231,414.0,1,night,11
125,457.00000000000006,7,morning,2
35,285.0,7,morning,3
197,490.00000000000006,17,evening,1
129,61.00000000000001,11,morning,2
95,312.0,14,afternoon,2
82,614.0,16,afternoon,8
231,339.0,16,afternoon,9
186,118.0,22,night,11
101,201.0,14,afternoon,3
259,295.0,22,night,1
37,230.00000000000003,3,night,12
177,358.0,17,evening,8
164,587.0,0,night,7
112,235.00000000000003,22,night,1
147,160.0,15,afternoon,7
153,128.0,13,afternoon,3
249,307.0,14,afternoon,9
87,-479.00000000000006,7,morning,6
28,618.0,7,morning,1
163,426.0,9,morning,8
185,353.0,16,afternoon,6
226,324.0,18,evening,6
142,530.0,7,morning,3
22,137.0,17,evening,2
233,176.0,8,morning,1
132,799.0,2,night,6
226,99.0,13,afternoon,3
132,450.0,16,afternoon,6
125,459.00000000000006,18,evening,5
212,360.0,20,night,8
95,80.0,9,morning,5
62,463.00000000000006,8,morning,4
170,267.0,17,evening,12
234,487.00000000000006,23,night,1
168,324.0,23,night,11
72,381.0,5,night,6
41,395.0,21,night,6
247,951.0,16,afternoon,9
229,193.0,11,morning,8
161,286.0,5,night,10
141,124.0,23,night,8
41,151.0,18,evening,2
85,883.0,3,night,12
177,204.0,14,afternoon,6
166,324.0,7,morning,6
226,191.0,23,night,6
75,137.0,11,morning,8
129,104.0,5,night,10
97,513.0,18,evening,2
107,259.0,12,afternoon,7
142,318.0,14,afternoon,5
48,188.0,16,afternoon,2
196,154.0,20,night,12
169,106.0,20,night,7
164,94.0,2,night,4
90,142.0,16,afternoon,5
138,275.0,8,morning,9
79,382.0,23,night,10
205,540.0,21,night,6
144,238.00000000000003,8,morning,6
10,600.0,22,night,10
239,376.0,10,morning,2
134,292.0,19,evening,4
171,154.0,14,afternoon,3
183,324.0,13,afternoon,12
158,1621.0,5,night,12
229,181.0,4,night,2
37,277.0,0,night,8
61,109.0,12,afternoon,3
241,280.0,0,night,10
138,131.0,13,afternoon,6
186,131.0,20,night,6
172,122.0,12,afternoon,8
161,178.0,19,evening,5
159,311.0,20,night,9
75,257.0,18,evening,6
232,552.0,0,night,7
45,207.0,20,night,2
14,547.0,23,night,7
22,361.0,18,evening,1
228,217.0,15,afternoon,4
235,329.0,16,afternoon,9
174,184.0,23,night,1
170,237.00000000000003,21,night,1
82,217.0,7,morning,9
134,238.00000000000003,11,morning,6
18,298.0,17,evening,11
13,576.0,15,afternoon,6
205,396.0,3,night,8
247,222.0,6,morning,8
164,155.0,20,night,5
263,111.0,13,afternoon,10
170,318.0,19,evening,7
75,385.0,18,evening,1
155,469.00000000000006,6,morning,6
43,497.00000000000006,10,morning,2
229,140.0,17,evening,6
236,162.0,19,evening,6
68,304.0,15,afternoon,7
258,270.0,18,evening,4
163,267.0,1,night,3
163,171.0,8,morning,9
14,977.0,17,evening,1
37,182.0,21,night,3
76,125.0,12,afternoon,3
200,443.0,17,evening,5
10,316.0,8,morning,8
224,149.0,4,night,10
14,507.00000000000006,0,night,4
225,477.00000000000006,16,afternoon,5
228,195.0,22,night,7
18,172.0,0,night,2
72,548.0,10,morning,4
241,107.0,13,afternoon,8
78,320.0,21,night,11
203,428.0,13,afternoon,3
170,-417.0,7,morning,6
210,672.0,11,morning,6
255,126.0,13,afternoon,1
80,292.0,11,morning,7
162,577.0,10,morning,5
181,231.00000000000003,5,night,3
252,189.0,17,evening,2
85,207.0,17,evening,5
50,138.0,21,night,1
167,208.0,12,afternoon,1
161,75.0,12,afternoon,5
47,198.0,6,morning,11
80,179.0,13,afternoon,1
138,202.0,10,morning,7
132,201.0,5,night,3
91,257.0,13,afternoon,5
75,54.0,11,morning,4
107,128.0,14,afternoon,10
138,499.00000000000006,22,night,8
41,169.0,22,night,12
238,199.0,19,evening,11
68,-479.00000000000006,18,evening,12
247,316.0,19,evening,11
220,561.0,13,afternoon,5
72,172.0,14,afternoon,1
97,326.0,16,afternoon,1
95,243.00000000000003,19,evening,10
118,216.0,17,evening,8
239,177.0,14,afternoon,9
89,-364.0,19,evening,11
255,388.0,23,night,5
181,615.0,4,night,3
259,102.0,9,morning,11
78,243.00000000000003,18,evening,10
142,524.0,21,night,4
143,59.00000000000001,22,night,7
33,150.0,18,evening,4
79,435.0,23,night,9
39,409.0,9,morning,12
262,208.0,10,morning,6
211,168.0,23,night,12
75,273.0,23,night,2
26,374.0,10,morning,1
148,291.0,1,night,3
36,321.0,2,night,12
211,286.0,23,night,5
164,380.0,15,afternoon,3
144,1187.0,16,afternoon,6
83,271.0,16,afternoon,9
205,208.0,10,morning,1
140,312.0,7,morning,3
198,234.00000000000003,0,night,12
142,149.0,19,evening,7
226,314.0,21,night,2
76,552.0,20,night,9
42,237.00000000000003,12,afternoon,5
144,433.0,1,night,5
162,267.0,21,night,12
170,246.00000000000003,13,afternoon,8
68,361.0,15,afternoon,3
129,265.0,9,morning,7
76,418.0,17,evening,11
92,32.0,19,evening,8
181,233.00000000000003,10,morning,7
61,217.0,9,morning,10
102,658.0,5,night,5
244,754.0,23,night,1
151,114.0,14,afternoon,7
262,196.0,19,evening,7
236,275.0,13,afternoon,5
124,554.0,10,morning,7
214,304.0,4,night,5
135,319.0,8,morning,7
236,97.0,20,night,5
243,295.0,15,afternoon,4
254,161.0,9,morning,8
251,119.0,12,afternoon,8
80,111.0,19,evening,5
238,299.0,20,night,12
18,283.0,16,afternoon,3
211,247.00000000000003,19,evening,6
28,-410.0,13,afternoon,9
179,164.0,5,night,10
79,204.0,10,morning,1
60,313.0,8,morning,5
195,260.0,8,morning,1
91,144.0,21,night,4
196,392.0,17,evening,1
37,150.0,10,morning,6
259,301.0,21,night,10
231,308.0,13,afternoon,7
263,131.0,19,evening,1
36,-773.0,11,morning,3
211,423.0,21,night,2
229,352.0,10,morning,12
144,416.0,8,morning,5
234,503.00000000000006,0,night,5
90,475.00000000000006,22,night,6
231,85.0,15,afternoon,7
130,283.0,12,afternoon,1
143,215.0,10,morning,8
255,378.0,17,evening,12
55,884.0,7,morning,6
81,265.0,7,morning,4
131,244.00000000000003,19,evening,4
197,185.0,14,afternoon,1
116,589.0,16,afternoon,11
138,271.0,12,afternoon,10
161,299.0,21,night,1
161,200.0,14,afternoon,6
144,534.0,10,morning,11
162,316.0,17,evening,7
163,206.0,7,morning,3
198,543.0,18,evening,1
162,136.0,20,night,3
160,140.0,6,morning,7
188,901.0,22,night,12
20,167.0,23,night,1
160,215.0,10,morning,11
250,366.0,15,afternoon,6
141,421.0,18,evening,10
229,197.0,20,night,6
234,383.0,19,evening,2
148,270.0,1,night,4
89,277.0,18,evening,6
255,451.0,7,morning,7
17,171.0,18,evening,6
112,329.0,0,night,4
26,110.0,19,evening,10
39,414.0,9,morning,11
95,217.0,10,morning,2
183,211.0,20,night,1
255,209.0,13,afternoon,6
98,89.0,15,afternoon,8
140,117.0,20,night,5
196,499.00000000000006,15,afternoon,1
214,67.0,20,night,7
230,162.0,9,morning,5
35,297.0,9,morning,10
197,477.00000000000006,16,afternoon,1
85,140.0,13,afternoon,7
181,284.0,17,evening,5
132,38.0,14,afternoon,6
51,187.0,8,morning,11
177,251.00000000000003,12,afternoon,12
61,128.0,13,afternoon,1
246,165.0,15,afternoon,12
65,1657.0,18,evening,4
114,65.0,2,night,4
52,792.0,5,night,4
239,341.0,14,afternoon,6
133,204.0,9,morning,8
164,123.0,19,evening,9
144,315.0,18,evening,3
243,184.0,14,afternoon,5
48,1116.0,23,night,5
164,74.0,0,night,1
